DBMS PROJECT: DTH MANAGEMENT
201401127-Krishanu Konar
201401130-Piyush Datani
201401131-Kunal Suthar
201401132-Jay Trivedi

INSERT QUERIES

Relation-1 : address

INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (165, 394838, '033', '0 Shelley Circle');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (210, 154005, '402', '28776 Springview Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (211, 167919, '374', '33 Superior Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (212, 293690, '07', '73588 Fuller Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (213, 190497, '7', '01 Golden Leaf Street');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (214, 606393, '84', '12 Pine View Avenue');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (215, 991150, '13689', '46 Delladonna Point');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (216, 517998, '033', '949 Gale Crossing');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (217, 804643, '37', '51996 Shopko Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (218, 631651, '29274', '29072 Hayes Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (219, 281007, '010', '2128 Debs Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (220, 929887, '092', '983 Glendale Center');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (221, 294513, '35', '57224 Heffernan Court');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (222, 161259, '3097', '711 Cascade Avenue');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (223, 607900, '79468', '099 Almo Road');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (224, 110004, '02690', '83 Leroy Crossing');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (225, 804643, '6', '87200 Marcy Trail');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (226, 181234, '04', '473 Manitowish Court');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (227, 605281, '15728', '247 Mcbride Trail');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (228, 896378, '48577', '3422 Anniversary Plaza');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (229, 293690, '59932', '699 Holmberg Park');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (230, 939897, '28120', '51292 Montana Center');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (231, 509954, '72', '52 Michigan Way');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (232, 720624, '037', '5142 Armistice Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (233, 714805, '83', '9 Stone Corner Center');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (234, 167919, '17852', '21513 Anniversary Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (235, 377053, '62', '44 Milwaukee Crossing');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (236, 605841, '14567', '96 Brentwood Park');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (237, 377053, '2780', '477 Elka Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (238, 121382, '36719', '493 Shasta Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (239, 866025, '6', '68384 Northwestern Park');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (240, 655828, '0933', '00 Westridge Lane');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (241, 714805, '555', '20 Redwing Point');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (242, 800953, '4493', '619 Kingsford Alley');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (243, 829368, '07', '7159 Fallview Point');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (244, 597674, '49669', '725 Truax Avenue');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (245, 791164, '5811', '826 Myrtle Lane');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (246, 154005, '8', '7574 Melody Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (247, 455411, '9', '53207 Grayhawk Alley');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (248, 363824, '4', '5 Cody Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (249, 720624, '11', '6904 Helena Pass');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (250, 605281, '513', '3775 Ronald Regan Parkway');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (251, 402767, '632', '7 Northfield Point');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (252, 190497, '51', '5586 Rigney Center');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (253, 356187, '79', '9 Shoshone Road');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (254, 455411, '6305', '78 Manufacturers Road');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (255, 568390, '48', '6842 Hauk Crossing');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (256, 249815, '3', '97 Arapahoe Park');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (257, 299569, '883', '497 Laurel Terrace');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (258, 758945, '896', '11 Kenwood Trail');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (259, 565503, '32329', '018 Crescent Oaks Crossing');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (260, 313880, '5', '31 Lawn Alley');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (261, 963086, '110', '8405 Anderson Center');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (262, 120514, '51', '7 Harper Park');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (263, 866025, '6', '0 Calypso Avenue');
INSERT INTO address (user_id, pin_code, house_no, street_name) VALUES (264, 120514, '5', '75 Almo Pass');
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Relation 2: channel

INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (4, 'Life Ok', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (5, 'Channel V', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (7, 'Sony', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (8, 'Sony Sab', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (10, 'Zee Tv', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (12, 'Colors', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (13, 'Bindass', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (14, 'Dance Studio', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (15, 'Star Utsav', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (16, 'Z Anmol', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (17, 'Rishtey', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (18, 'Sony Pal', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (20, 'Epic', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (21, 'Zindagi', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (22, 'Sahara One', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (23, 'Home Shop', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (24, 'Travel Trendz Tv', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (26, 'Anjan Tv', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (27, 'Aastha', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (28, 'Sanskar', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (30, 'Star World', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (32, 'Fx', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (34, 'AXN', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (38, 'Comedy Central', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (40, 'TLC', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (41, 'NDTV Good Times', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (69, 'DD Sports', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (71, 'Star Sports 1', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (73, 'Star Sports 2', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (76, 'Star Sports 4', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (78, 'Ten Action', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (82, 'Sony Six', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (84, 'Espn', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (85, 'Neo Sports', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (86, 'Neo Prime', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (88, 'NDTV India', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (89, 'Aaj Tak', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (90, 'Zee News', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (91, 'India TV', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (92, 'IBN', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (93, 'Lok Sabha TV', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (94, 'Rajya Sabha', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (95, 'Zee Business', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (96, 'CNBC Awaaz', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (97, 'Times Now', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (98, 'India Today', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (99, 'CNN News', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (100, 'Bloomberg TV', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (101, 'BBC World', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (102, 'Al Jazeera', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (103, 'Russia Today', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (107, 'Discovery', 'Knowledge', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (36, 'Zee Cafe', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (1, 'Star Plus HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (52, 'Z Action', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (3, 'Life Ok HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (6, 'Sony HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (9, 'Zee Tv HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (11, 'Colors HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (19, 'Epic HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (25, 'Naaptol HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (29, 'Star World HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (31, 'Fx HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (33, 'Axn HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (35, 'Zee Cafe HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (37, 'Comedy Central HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (53, 'Bu Movies', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (54, 'Sony Max 2', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (55, 'R Vision', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (70, 'Star Sports Select HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (72, 'Star Sports 1 HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (74, 'Star Sports 2 HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (56, 'Cinema TV', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (79, 'Ten Action HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (80, 'Ten Golf HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (81, 'Sony Six HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (83, 'Espn HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (106, 'Discovery HD', 'Knowledge', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (108, 'Animal Planet HD', 'Knowledge', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (57, 'Star Movies HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (58, 'Star Movies', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (87, 'Sky Sports', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (77, 'Ten HD', 'Sports', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (59, 'Pix HD', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (75, 'Star Sports 3 ', 'Sports', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (2, 'Star Plus', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (39, 'TLC HD World', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (104, 'National Geographic News', 'News', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (105, 'National Geographic Channel', 'Knowledge', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (42, 'Star Gold HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (43, 'Star Gold', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (44, 'Sony Max HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (45, 'Sony Max', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (46, 'Movies Ok', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (47, 'Zee Cinema HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (48, 'Zee Cinema', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (49, 'UTV Movies', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (50, 'UTV Action', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (51, 'Filmy', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (60, 'Sony Pix', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (61, 'HBO', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (62, 'Zee Studio HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (63, 'Zee Studio', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (64, 'Movies Now HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (65, 'Movies Now', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (66, 'Romedy Now', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (67, 'Hbo Hits HD', 'Entertainment', true);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (68, 'Movies Now', 'Entertainment', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (109, 'Animal Planet', 'Knowledge', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (110, 'History Tv', 'Knowledge', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (111, 'Hungama', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (112, 'Disney Xd', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (113, 'Disney Channel', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (114, 'Nick', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (115, 'Cartoon Network', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (116, 'Pogo', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (117, 'Nickelodeon', 'Kids', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (118, 'MTV', 'Music', false);
INSERT INTO channel (channel_id, channel_name, category, is_hd) VALUES (119, 'Sony Mix', 'Music', false);
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Relation 3: on_demand

INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Friends', 1, 50, 'TV');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Game Of Thrones', 2, 500, 'TV');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('The Dark Knight', 3, 300, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Django', 4, 150, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Memento', 5, 400, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Shawshank', 6, 400, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Titanic', 7, 500, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Avatar', 8, 400, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('The Prestige', 9, 400, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('La La Land', 10, 250, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('The Revenent', 11, 50, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('The Wolf', 12, 200, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Shutter Island', 13, 300, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Goodfellas', 14, 50, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('The Godfather', 15, 200, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Sultan', 16, 50, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Partner', 17, 150, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('No Entry', 18, 200, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Ready', 19, 400, 'Movies');
INSERT INTO on_demand (event_name, event_id, price, category) VALUES ('Wanted', 20, 200, 'Movies');
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Relation 4: on_demand_sp

INSERT INTO on_demand_sp (sp_id, event_id) VALUES (5, 1);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 2);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 3);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (5, 4);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 5);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (1, 6);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (1, 7);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 8);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 9);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 10);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (1, 11);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (5, 12);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (4, 13);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (4, 14);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (4, 15);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (1, 16);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (1, 17);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (3, 18);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (5, 19);
INSERT INTO on_demand_sp (sp_id, event_id) VALUES (4, 20);
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Relation 5: pack

INSERT INTO pack (pack_id, sp_id, price, pack_name, validity) VALUES (1, 4, 100, 'tata_sports', 1);
INSERT INTO pack (pack_id, sp_id, price, pack_name, validity) VALUES (2, 4, 150, 'tata_entertainment', 1);
INSERT INTO pack (pack_id, sp_id, price, pack_name, validity) VALUES (3, 4, 90, 'tata_kids', 1);
INSERT INTO pack (pack_id, sp_id, price, pack_name, validity) VALUES (4, 4, 50, 'tata_knowledge', 1);
INSERT INTO pack (pack_id, sp_id, price, pack_name, validity) VALUES (5, 4, 100, 'tata_news', 1);
INSERT INTO pack (pack_id, sp_id, price, pack_name, validity) VALUES (7, 4, 100, 'tata_music', 1);
